mp-13798,0.5509467685918547,0.6523740797753741,1.0,0.9965448480332424,0.7600104128453363,0.5263661286540482,0.5831302724759417,0.7457301779438307,0.856132843958458,0.5039644488103593,0.16286683534782317,0.33533962339064555,0.5758521802528727,0.4556566955309255,0.03535356431623637,0.0,0.0,0.06531910586720342,0.2576965299984769,0.29895085101671404,0.3249425120084588,0.37454346586856696,0.3928664669081874,0.46347631356351987,0.30015946579932484,0.2554224838854238,0.029105746057104115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mp-13800,0.08939028421573159,0.0,0.5239133690690366,1.0,0.9467402043775237,0.5734772220354678,0.4639381384633428,0.6088060121260417,0.6294347729361593,0.5194250509917102,0.32368922101163716,0.2221630873405086,0.09981700790652866,0.010890357745300514,0.0,0.11679487510784092,0.19126655992924432,0.11298012326203787,0.16344583891377673,0.21380144459781883,0.23409925214278862,0.21626386114385643,0.1648066454669856,0.09682635634245064,0.010472957684758862,0.0,0.03704747195538757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mp-13898,0.0,0.059536411600955165,0.37821332143132963,0.7314396261172622,1.0,0.672059155065249,0.5780838099325173,0.37311102178559796,0.6780841786730956,0.8067634163815385,0.6124520275367895,0.31529157068327446,0.1267493227200803,0.17133741201719002,0.054807511755975216,0.0,0.06019039085495486,0.18601468169622,0.21320371011851114,0.12347060042043982,0.16946820823484088,0.23728357988477594,0.3418388223646063,0.1994977978173937,0.15048294449373667,0.010392793255997726,0.0,0.01153301902639516,0.002962432866466212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mp-13907,0.0,0.28810984530858114,0.5866228311979114,0.8973637499231255,0.9510896581140093,1.0,0.9854851406019559,0.851577299800973,0.7088697369989309,0.7279420889756508,0.5340053663388381,0.7459356503680376,0.919833533914055,0.9834158960098408,0.7873526724683308,0.29730573384861025,0.06958487729876263,0.0,0.0,0.0,0.0,0.058077625264067075,0.28279650035998644,0.4368682003502136,0.29496046161492806,0.3369226834875967,0.48036814642264847,0.5516854478775571,0.5590050553928944,0.40941049202408974,0.37354502826225383,0.022434515432609367,0.0,0.0,0.0,3.119885595714383e-26,3.3883937601152994e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mp-13925,0.0,0.06239768712715099,0.4949172463579337,0.9214742466240424,1.0,0.790475294719968,0.519897120732403,0.44403051275024397,0.6377178580635764,0.7001932687739959,0.5222146723868373,0.25046903266935133,0.17584415298789546,0.1242353188511595,0.0,0.0,0.0,0.01587277246402369,0.317942510238625,0.45257709790667505,0.34836055050869325,0.10898435312811862,0.15579943612037098,0.20132987595330099,0.10025286864043761,0.0,0.0,0.010453691293840653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mp-13948,0.030111072405106982,0.1153848522750804,0.6847417205011133,1.0,0.7463943638236848,0.36438871365263503,0.11959820068186892,0.23966409175118783,0.15541660988889922,0.1645666156208572,0.25674276200552004,0.4473787306754967,0.35483941093230326,0.1686672118860902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020211029734954537,0.24359736873279741,0.38620149544534743,0.35740490560224514,0.13747379031069418,0.02320150875657511,0.028956417852328144,0.08427653126522022,0.09939474192907641,0.05352486939879167,0.0,0.0,3.73160287259216e-14,5.5292703321910864e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mp-13949,0.0,0.43025002569954807,0.9194550191949789,1.0,0.6007779469640163,0.3385955849503754,0.6012127829602936,0.676209341817261,0.49771606212132286,0.6436756037569382,0.6840908136675453,0.4952871447723436,0.059299507116332466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mp-13984,0.0,0.20916397761252625,0.4833443026414861,0.6435727081667804,0.7069105492948835,0.64115682138399,0.8494514562494077,0.5828242891402703,0.4359185337036698,0.09502011716831524,0.5448084276635238,0.6034882863427303,0.9645152197735413,0.8488360057396439,0.6640568698148361,0.6053897599729036,0.47875666985977094,0.29079875731352256,0.0036560598867265413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24026074105779208,0.7783978834123352,1.0,0.6923853518139094,0.3688513577682786,0.12423388682213256,0.1002390179185922,0.0,0.0,0.0,0.0,1.913776693062126e-34,1.1961352751585962e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mp-13992,0.0,0.4391893206520543,0.8602740184027161,1.0,0.7877172540090477,0.38303531423904247,0.2645353437052733,0.10989997041888325,0.0658254869017871,0.044166600528903394,0.0,0.0,0.2040027234577615,0.514437934839152,0.7419641899543361,0.6443626685438721,0.4778467514447297,0.1899315264181503,0.13522475695788166,0.15051744580674845,0.06685543061663206,0.0,0.0,0.008582464419240463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mp-14006,0.0,0.02123147100139642,0.19907300626078422,0.5137183212007057,0.7610972833645018,1.0,0.8114205417278072,0.41485085582538317,0.08185909259135603,0.03276891906215234,0.3613498996204186,0.4397518271530967,0.2684115629759911,0.10139019329671448,0.2298795601411662,0.6594020683099749,0.7353159713715215,0.514700991146234,0.23549191841329276,0.07905267778686512,0.0,0.0,0.18941884875826764,0.32396273747406834,0.27648236871465903,0.050881087880291345,0.0,0.1455366499857262,0.37979643841524247,0.5190156409659453,0.40125433230707896,0.22641703570230498,0.0,0.0003736325074136229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
